mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__depth,param_classifier__l2_leaf_reg,param_classifier__learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,split3_test_pr_auc,split4_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_train_pr_auc,split1_train_pr_auc,split2_train_pr_auc,split3_train_pr_auc,split4_train_pr_auc,mean_train_pr_auc,std_train_pr_auc
49.78587765693665,1.7717928257030255,0.10900516510009765,0.042173760420200136,4,1,0.01,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 1, 'classifier__learning_rate': 0.01}",0.852407033727299,0.8588727115467781,0.8578636298111576,0.8496468213925328,0.850079284993513,0.8537738962942563,0.0038800786178524874,27,0.862008072653885,0.8605355147933259,0.8660852643338499,0.8455079462322966,0.861580597499009,0.8591434791024731,0.007073886407207233,0.07428040854224698,0.07421875,0.06953966699314397,0.07221206581352833,0.06361085126286249,0.07077234852235635,0.003976518599905157,27,0.08126077320856932,0.07714987714987714,0.08421851289833081,0.07415581549326859,0.08060948636028509,0.0794788930220662,0.003483584480889145,0.7476635514018691,0.7102803738317757,0.6635514018691588,0.7383177570093458,0.6355140186915887,0.6990654205607477,0.0431933458253882,7,0.7710280373831776,0.7336448598130841,0.7780373831775701,0.7850467289719626,0.7663551401869159,0.766822429906542,0.01775700934579438,0.13513513513513514,0.134394341290893,0.12588652482269502,0.1315570358034971,0.11564625850340136,0.12852385911112435,0.007213318544147998,27,0.14702606371129429,0.13961760782570032,0.1519853947968964,0.1355111917725348,0.14587502779630865,0.1440030571805469,0.005791450603161907,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
51.765396976470946,0.7096565270996001,0.08245601654052734,0.0072316212203794574,4,1,0.05,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 1, 'classifier__learning_rate': 0.05}",0.87474776592678,0.8802075825284705,0.889721781750036,0.8914516361539571,0.8802075825284705,0.8832672697775429,0.006323763053338902,16,0.8903704771515064,0.8850048650401816,0.9001765829399258,0.8884284118346607,0.9003207322786406,0.892860213848983,0.00627271479885725,0.08131868131868132,0.08198614318706697,0.0845959595959596,0.08160621761658031,0.06904761904761905,0.07971092415318146,0.005457532210061346,17,0.11124330755502677,0.10335917312661498,0.11931079323797139,0.10902696365767878,0.11996098829648895,0.11258024517475618,0.006312163301371696,0.6915887850467289,0.6635514018691588,0.6261682242990654,0.5887850467289719,0.5420560747663551,0.622429906542056,0.05306568062272296,12,0.8738317757009346,0.8411214953271028,0.8574766355140186,0.8691588785046729,0.8621495327102804,0.8607476635514019,0.011311886389635721,0.1455260570304818,0.1459403905447071,0.14905450500556172,0.14334470989761092,0.12249208025343189,0.1412715485463587,0.009564933524559767,17,0.19736147757255937,0.18409613909486064,0.20947488584474885,0.19375,0.2106164383561644,0.19905978817366665,0.009970148705405578,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
55.67845778465271,2.3817165666795486,0.10452518463134766,0.019963954791299872,4,1,0.1,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 1, 'classifier__learning_rate': 0.1}",0.9096281349091957,0.915525443275191,0.9199942338186536,0.9251837970304166,0.9114891163327087,0.9163641450732332,0.0056711015473622705,13,0.925868531065302,0.9260874265739306,0.9348084615661826,0.9249342318642113,0.9302677573966629,0.9283932816932579,0.0036966079383443542,0.09247648902821316,0.09747899159663866,0.0985663082437276,0.09765625,0.08237232289950576,0.09371007235361703,0.006056837257224999,13,0.1532567049808429,0.1401330376940133,0.16561743341404359,0.14591356439880188,0.1560931081697855,0.15220276973149743,0.008734200015611437,0.5514018691588785,0.5420560747663551,0.514018691588785,0.4672897196261682,0.4672897196261682,0.5084112149532709,0.0357591148966523,15,0.8411214953271028,0.7383177570093458,0.7990654205607477,0.7967289719626168,0.7990654205607477,0.7948598130841121,0.03279028933242773,0.15838926174496645,0.16524216524216523,0.16541353383458646,0.16155088852988692,0.1400560224089636,0.15813037435211372,0.009402883810813922,13,0.2592725963269715,0.23555721207603428,0.2743682310469314,0.24665461121157323,0.2611683848797251,0.25540420710824707,0.013253550653613612,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
49.0624400138855,0.2047584903460661,0.09512295722961425,0.021545602921009065,4,3,0.01,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 3, 'classifier__learning_rate': 0.01}",0.8547131738253099,0.856854548075537,0.8595934842150785,0.8489260487242324,0.8509442121954736,0.8542062934071263,0.003868182081831957,25,0.8628369612224305,0.8613283361562579,0.867923168402465,0.8414357274136005,0.8620851201845111,0.8591218626758531,0.009140172213925893,0.07699530516431925,0.07321772639691715,0.07206317867719644,0.07110300820419325,0.06396989651928504,0.07146982299238222,0.0042502150699318285,25,0.08234421364985163,0.0794392523364486,0.08659003831417625,0.07216716932356743,0.08253500368459837,0.08061513546172847,0.0047984560530623,0.7663551401869159,0.7102803738317757,0.6822429906542056,0.7289719626168224,0.6355140186915887,0.7046728971962616,0.044074116345987284,4,0.7780373831775701,0.7546728971962616,0.7920560747663551,0.7827102803738317,0.7850467289719626,0.7785046728971963,0.012745964202790522,0.13993174061433447,0.13275109170305677,0.13035714285714287,0.12956810631229235,0.11623931623931624,0.12976947954522852,0.007689119319247738,25,0.14892665474060823,0.14374721851357367,0.15611328574717936,0.13214990138067062,0.14936652589464325,0.14606071725533504,0.007988231048728964,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
52.250584268569945,0.46469922255444435,0.10444107055664062,0.037154614722194536,4,3,0.05,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 3, 'classifier__learning_rate': 0.05}",0.8714326895358893,0.8781894190572294,0.8855413002738937,0.8842439094709529,0.8807842006631108,0.8800383038002153,0.005019988506687082,18,0.8883883523136803,0.8805722728746982,0.8987711268874554,0.8808245342174493,0.898699052218098,0.8894510677022762,0.008084159354841377,0.08110992529348986,0.0835214446952596,0.07644882860665844,0.08373205741626795,0.07142857142857142,0.07924816548804944,0.004707752963153676,18,0.10968119333138344,0.10204081632653061,0.1192836584585865,0.1035527402919306,0.12401388450615336,0.11171445858291691,0.008635923023604065,0.7102803738317757,0.6915887850467289,0.5794392523364486,0.6542056074766355,0.5607476635514018,0.639252336448598,0.05957898112339899,11,0.8761682242990654,0.8644859813084113,0.8714953271028038,0.8785046728971962,0.9182242990654206,0.8817757009345794,0.01884284593799622,0.14559386973180077,0.14904330312185296,0.13507625272331156,0.14846235418875928,0.12671594508975711,0.14097834497109635,0.008724766541710803,18,0.1949571094359241,0.18253576714356193,0.20984528832630098,0.18526730721852674,0.21851542952460384,0.19822418032978356,0.013938906458552208,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
53.14032187461853,0.2113141373523237,0.09410419464111328,0.011873718713412378,4,3,0.1,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 3, 'classifier__learning_rate': 0.1}",0.9024214471029115,0.9113449617990486,0.917255297679112,0.9185526884820527,0.9060112440536255,0.9111171278233501,0.006240216535820801,14,0.9189491134496179,0.9222314317633068,0.9319615121265631,0.9181592129446107,0.9254027172150348,0.9233407974998267,0.005018657852945666,0.09285714285714286,0.09682539682539683,0.09391304347826086,0.09540636042402827,0.07882534775888717,0.0915654582687432,0.006510138311609737,14,0.14336075205640422,0.1404821280133001,0.1614100185528757,0.13791748526522593,0.1521186440677966,0.14705780559112053,0.008626138175250255,0.6074766355140186,0.5700934579439252,0.5046728971962616,0.5046728971962616,0.4766355140186916,0.5327102803738317,0.0483819779646534,14,0.8551401869158879,0.7897196261682243,0.8130841121495327,0.8200934579439252,0.8387850467289719,0.8233644859813083,0.022342117921274617,0.161090458488228,0.1655359565807327,0.15835777126099707,0.16047548291233285,0.13527851458885942,0.15614763676623,0.010693056089988084,14,0.24555518282455552,0.23853211009174313,0.2693498452012384,0.23612512613521694,0.25753228120516497,0.2494189090915838,0.01243579076441073,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
51.24035816192627,2.2686861985967033,0.08618969917297363,0.010042495112043845,4,5,0.01,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 5, 'classifier__learning_rate': 0.01}",0.8521187662150476,0.8574311662101773,0.8614674931526597,0.8492143577915525,0.8490702032578925,0.8538603973254659,0.004861753157711958,26,0.8608908750180193,0.8588777973981044,0.8712025658582291,0.8430213701394644,0.8591660960755343,0.8586317408978703,0.009023957908023482,0.07571560480147738,0.0735009671179884,0.071285140562249,0.07123287671232877,0.06319702602230483,0.07098632304326967,0.004231140968420253,26,0.08064516129032258,0.07751937984496124,0.08821989528795811,0.07267188859878156,0.08132820019249277,0.08007690504290324,0.005090621740435975,0.7663551401869159,0.7102803738317757,0.6635514018691588,0.7289719626168224,0.6355140186915887,0.7009345794392523,0.0465416807401448,5,0.7710280373831776,0.7476635514018691,0.7873831775700935,0.780373831775701,0.7897196261682243,0.7752336448598129,0.015242529374112253,0.13781512605042018,0.13321647677475898,0.128739800543971,0.129783693843594,0.11496196111580727,0.12890341166571026,0.007657504719643157,26,0.14601769911504425,0.14047410008779632,0.1586629001883239,0.13296178343949044,0.1474694589877836,0.1451171883636877,0.008475170123924373,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
52.78940773010254,0.5734920537457499,0.08338818550109864,0.011128361949457495,4,5,0.05,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 5, 'classifier__learning_rate': 0.05}",0.8710002882675123,0.87934265532651,0.8858296093412138,0.8820815914660516,0.8861179184085339,0.8808744125619643,0.005538054178160803,17,0.8854331843736486,0.8839597823344986,0.8955277667663699,0.8771847634148978,0.8985188655447043,0.8881248724868238,0.007837309267633206,0.07905982905982906,0.08333333333333333,0.0828258221680877,0.08225616921269095,0.07365792759051186,0.08022661627289059,0.0036065415766714797,16,0.10867709815078236,0.10520361990950226,0.11402686660418619,0.10032188841201717,0.12381852551984877,0.11040959971926737,0.008059151540021275,0.6915887850467289,0.6822429906542056,0.6355140186915887,0.6542056074766355,0.5514018691588785,0.6429906542056074,0.04994538024630799,10,0.8925233644859814,0.8691588785046729,0.852803738317757,0.8738317757009346,0.9182242990654206,0.8813084112149532,0.02238117759780944,0.14189837008628955,0.14852492370295015,0.14655172413793102,0.14613778705636743,0.1299559471365639,0.1426137504240204,0.006687304296690328,16,0.1937610956124778,0.18768920282542886,0.20115734362083218,0.17998075072184794,0.21821210438645197,0.19616009943340776,0.013042591807796418,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
53.91774740219116,0.4418374801499355,0.08992147445678711,0.01966403605384612,4,5,0.1,"{'classifier__depth': 4, 'classifier__l2_leaf_reg': 5, 'classifier__learning_rate': 0.1}",0.9022773133467858,0.9073086348565662,0.9150929796742108,0.9195617702176734,0.9012541444428427,0.9090989685076158,0.007164913506970631,15,0.9149127865071357,0.9169699809002126,0.9290424880175863,0.9194925943277236,0.920213341021298,0.9201262381547913,0.004838401408817777,0.09388335704125178,0.09146341463414634,0.09698996655518395,0.0936936936936937,0.07748538011695906,0.09070316240824697,0.006839131140749408,15,0.13869158878504673,0.13473520249221183,0.1552572706935123,0.1388,0.14136546184738955,0.14176990476363208,0.0070690312407794085,0.616822429906542,0.5607476635514018,0.5420560747663551,0.48598130841121495,0.4953271028037383,0.5401869158878505,0.04743393473065239,13,0.866822429906542,0.8084112149532711,0.8107476635514018,0.8107476635514018,0.822429906542056,0.8238317757009346,0.02204696469548681,0.16296296296296298,0.15727391874180865,0.16453900709219857,0.15709969788519637,0.13400758533501897,0.15517663440343712,0.010995511338833718,15,0.23912342893973573,0.23097463284379172,0.26060833646263615,0.23702185792349728,0.24126113776559288,0.24179787878705072,0.010012263669243631,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
62.80008940696716,4.274455042240527,0.11723265647888184,0.015809009224663908,6,1,0.01,"{'classifier__depth': 6, 'classifier__l2_leaf_reg': 1, 'classifier__learning_rate': 0.01}",0.8575958489478236,0.8627648839556004,0.8705492287732449,0.8606025659506992,0.860314256883379,0.8623653569021494,0.004409036856748636,22,0.8681346403344385,0.8637788749144113,0.8785181447980107,0.8533640851922591,0.8720314245558398,0.8671654339589919,0.008431456325269322,0.0784688995215311,0.0820969337289812,0.07790821771611527,0.07425742574257425,0.06726907630522089,0.07600011060288456,0.005023444120135798,23,0.08608762490392007,0.07910597689603215,0.09406896551724138,0.07652942544777855,0.08853754940711463,0.08486590843441735,0.006361502309161946,0.7663551401869159,0.7757009345794392,0.6822429906542056,0.7009345794392523,0.6261682242990654,0.7102803738317757,0.05544821298763113,3,0.7850467289719626,0.735981308411215,0.7967289719626168,0.7686915887850467,0.7850467289719626,0.7742990654205608,0.021136790425978744,0.1423611111111111,0.148479427549195,0.13984674329501914,0.13428827215756492,0.1214868540344515,0.13729248162946833,0.00912366324140256,23,0.15516047102285846,0.14285714285714285,0.1682704169750802,0.13920033848106622,0.1591285815770779,0.1529233901826451,0.010664817349746794,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
